10080	1	0	1	1	1	0	1
10081	1	1	1	1	0	0	1
10082	1	1	0	0	0	0	1
10083	1	1	1	1	1	1	1
10084	1	0	1	1	1	0	0
10085	0	0	0	0	0	0	1
10086	0	1	0	1	1	0	0
10087	1	0	1	1	0	0	1
10088	1	0	0	0	1	0	0
10089	1	0	0	1	0	1	0
10090	1	0	1	0	0	0	1
10091	1	0	1	0	0	0	0
10092	1	1	1	1	1	1	0
10093	1	0	0	1	0	0	0
10094	0	0	0	0	1	1	1
10095	0	1	0	1	0	1	1
10096	1	0	0	0	0	0	1
10097	0	1	1	1	1	1	0
10098	1	1	1	0	1	0	1
10099	0	0	1	1	1	1	0
10100	1	1	1	0	1	1	0
10101	1	0	0	0	0	1	1
10102	1	1	1	1	1	1	1
10103	0	1	0	1	0	1	1
10104	0	0	1	1	0	1	1
10105	1	1	0	1	0	0	0
10106	0	0	1	1	1	1	1
10107	1	0	1	0	0	0	1
10108	0	0	0	1	1	0	1
10109	1	0	0	1	1	1	0
10110	0	0	0	1	1	1	1
10111	1	0	1	0	0	0	0
10112	1	1	0	1	1	0	0
10113	1	1	1	1	1	1	1
10114	0	1	1	0	1	1	0
10115	1	0	1	1	0	1	1
10116	1	1	0	1	1	1	1
10117	1	0	0	1	0	0	1
10118	0	1	0	1	0	0	1
10119	0	0	0	1	1	0	1
10120	0	1	0	1	1	0	1
10121	1	1	1	1	0	1	0
10122	1	0	0	0	1	1	1
10123	1	0	0	1	0	0	0
10124	1	0	1	1	1	0	1
10125	1	1	0	0	0	1	0
10126	0	1	0	1	1	0	0
10127	1	0	0	0	0	0	0
10128	1	0	1	0	0	1	1
10129	0	1	1	0	1	1	1
10130	1	0	1	0	0	1	0
10131	0	0	0	0	0	1	0
10132	1	0	0	1	1	1	1
10133	0	0	0	1	1	1	1
10134	0	1	1	0	1	0	0
10135	1	1	0	0	1	1	1
10136	1	0	1	1	0	1	1
10137	1	0	0	0	1	1	0
10138	1	0	1	0	1	1	0
10139	1	0	1	1	0	1	0
10140	0	1	1	1	1	1	1
10141	0	1	1	1	1	0	0
10142	0	0	1	1	1	0	1
10143	1	0	0	1	0	1	0
10144	0	0	0	0	0	1	0
10145	1	0	0	1	0	0	1
10146	0	1	0	0	1	0	0
10147	0	1	0	1	0	0	0
10148	1	0	1	1	1	0	1
10149	0	0	0	0	1	0	1
10150	1	1	1	0	1	0	1
10151	0	1	0	0	1	1	1
10152	1	1	0	0	0	0	0
10153	0	1	0	0	1	1	0
10154	0	0	0	1	0	1	1
10155	0	0	0	0	1	0	1
10156	1	0	0	0	1	1	1
10157	0	1	1	0	1	0	0
10158	0	0	1	0	1	0	0
10159	0	0	1	0	0	1	0
10160	0	1	1	0	0	0	0
10161	1	0	1	1	1	0	1
10162	1	0	1	1	0	0	0
10163	1	0	1	0	0	0	1
10164	0	1	1	1	0	1	1
10165	1	0	1	0	0	1	0
10166	0	0	1	0	0	0	0
10167	1	1	1	0	0	0	1
10168	1	0	0	1	0	1	1
10169	0	1	0	0	1	1	1
10170	1	0	1	0	1	0	0
10171	0	1	0	0	1	0	1
10172	1	0	1	1	1	1	1
10173	0	0	1	1	0	0	0
10174	0	1	1	0	1	1	1
10175	1	0	0	1	0	0	0
10176	1	0	0	1	0	1	0
10177	1	0	0	0	0	0	1
10178	1	0	1	0	1	0	0
10179	1	0	1	1	1	0	0
10180	0	1	1	1	0	1	0
10181	0	1	1	0	0	1	1
10182	1	0	0	1	1	0	1
10183	0	0	0	0	0	1	0
10184	0	0	1	0	1	0	0
10185	1	1	1	0	1	0	1
10186	0	0	0	0	0	0	0
10187	1	1	0	0	1	0	1
10188	1	1	0	0	1	0	1
10189	0	1	1	1	0	0	1
10190	1	1	1	1	1	1	0
10191	1	1	0	1	0	1	0
10192	1	1	0	1	1	1	0
10193	0	0	1	0	0	0	1
10194	0	1	1	0	1	0	1
10195	0	1	0	1	1	0	0
10196	0	1	1	1	0	1	0
10197	1	1	0	0	1	0	0
10198	0	0	0	0	1	1	1
10199	0	1	0	0	1	1	1
10200	1	1	1	1	0	0	1
